Authors	Title	Journal	Year	Publication_citation	Abstract	Keywords	Date_epublished	PMID
AlQuraishi, Mohammed	A watershed moment for protein structure prediction.	Nature	2020	Nature. 2020 Jan;577(7792):627-628. doi: 10.1038/d41586-019-03951-0.	?	Computational biology and bioinformatics	?	https://pubmed.ncbi.nlm.nih.gov/31988401
Senior, Andrew W; Evans, Richard; Jumper, John; Kirkpatrick, James; Sifre, Laurent; Green, Tim; Qin, Chongli; Zidek, Augustin; Nelson, Alexander W R; Bridgland, Alex; Penedones, Hugo; Petersen, Stig; Simonyan, Karen; Crossan, Steve; Kohli, Pushmeet; Jones, David T; Silver, David; Kavukcuoglu, Koray; Hassabis, Demis	Improved protein structure prediction using potentials from deep learning.	Nature	2020	Nature. 2020 Jan;577(7792):706-710. doi: 10.1038/s41586-019-1923-7. Epub 2020 Jan 15.	Protein structure prediction can be used to determine the three-dimensional shape of a protein from its amino acid sequence(1). This problem is of fundamental importance as the structure of a protein largely determines its function(2); however, protein structures can be difficult to determine experimentally. Considerable progress has recently been made by leveraging genetic information. It is possible to infer which amino acid residues are in contact by analysing covariation in homologous sequences, which aids in the prediction of protein structures(3). Here we show that we can train a neural network to make accurate predictions of the distances between pairs of residues, which convey more information about the structure than contact predictions. Using this information, we construct a potential of mean force(4) that can accurately describe the shape of a protein. We find that the resulting potential can be optimized by a simple gradient descent algorithm to generate structures without complex sampling procedures. The resulting system, named AlphaFold, achieves high accuracy, even for sequences with fewer homologous sequences. In the recent Critical Assessment of Protein Structure Prediction(5) (CASP13)-a blind assessment of the state of the field-AlphaFold created high-accuracy structures (with template modelling (TM) scores(6) of 0.7 or higher) for 24 out of 43 free modelling domains, whereas the next best method, which used sampling and contact information, achieved such accuracy for only 14 out of 43 domains. AlphaFold represents a considerable advance in protein-structure prediction. We expect this increased accuracy to enable insights into the function and malfunction of proteins, especially in cases for which no structures for homologous proteins have been experimentally determined(7).		20200115	https://pubmed.ncbi.nlm.nih.gov/31942072
Reardon, Sara	Rise of Robot Radiologists.	Nature	2019	Nature. 2019 Dec;576(7787):S54-S58. doi: 10.1038/d41586-019-03847-z.	?	Computer science; Health care	?	https://pubmed.ncbi.nlm.nih.gov/31853073
Wallis, Claudia	How Artificial Intelligence Will Change Medicine.	Nature	2019	Nature. 2019 Dec;576(7787):S48. doi: 10.1038/d41586-019-03845-1.	?	Computer science; Health care	?	https://pubmed.ncbi.nlm.nih.gov/31853072
Schittko, Robert	Power play.	Nature	2019	Nature. 2019 Nov;575(7781):54-55. doi: 10.1038/d41586-019-03359-w.	?	Energy	?	https://pubmed.ncbi.nlm.nih.gov/31680126
Vinyals, Oriol; Babuschkin, Igor; Czarnecki, Wojciech M; Mathieu, Michael; Dudzik, Andrew; Chung, Junyoung; Choi, David H; Powell, Richard; Ewalds, Timo; Georgiev, Petko; Oh, Junhyuk; Horgan, Dan; Kroiss, Manuel; Danihelka, Ivo; Huang, Aja; Sifre, Laurent; Cai, Trevor; Agapiou, John P; Jaderberg, Max; Vezhnevets, Alexander S; Leblond, Remi; Pohlen, Tobias; Dalibard, Valentin; Budden, David; Sulsky, Yury; Molloy, James; Paine, Tom L; Gulcehre, Caglar; Wang, Ziyu; Pfaff, Tobias; Wu, Yuhuai; Ring, Roman; Yogatama, Dani; Wunsch, Dario; McKinney, Katrina; Smith, Oliver; Schaul, Tom; Lillicrap, Timothy; Kavukcuoglu, Koray; Hassabis, Demis; Apps, Chris; Silver, David	Grandmaster level in StarCraft II using multi-agent reinforcement learning.	Nature	2019	Nature. 2019 Nov;575(7782):350-354. doi: 10.1038/s41586-019-1724-z. Epub 2019 Oct 30.	Many real-world applications require artificial agents to compete and coordinate with other agents in complex environments. As a stepping stone to this goal, the domain of StarCraft has emerged as an important challenge for artificial intelligence research, owing to its iconic and enduring status among the most difficult professional esports and its relevance to the real world in terms of its raw complexity and multi-agent challenges. Over the course of a decade and numerous competitions(1-3), the strongest agents have simplified important aspects of the game, utilized superhuman capabilities, or employed hand-crafted sub-systems(4). Despite these advantages, no previous agent has come close to matching the overall skill of top StarCraft players. We chose to address the challenge of StarCraft using general-purpose learning methods that are in principle applicable to other complex domains: a multi-agent reinforcement learning algorithm that uses data from both human and agent games within a diverse league of continually adapting strategies and counter-strategies, each represented by deep neural networks(5,6). We evaluated our agent, AlphaStar, in the full game of StarCraft II, through a series of online games against human players. AlphaStar was rated at Grandmaster level for all three StarCraft races and above 99.8% of officially ranked human players.		20191030	https://pubmed.ncbi.nlm.nih.gov/31666705
Heaven, Douglas	Why deep-learning AIs are so easy to fool.	Nature	2019	Nature. 2019 Oct;574(7777):163-166. doi: 10.1038/d41586-019-03013-5.	?	Computer science; Information technology	?	https://pubmed.ncbi.nlm.nih.gov/31597977
Mignan, Arnaud; Broccardo, Marco	One neuron versus deep learning in aftershock prediction.	Nature	2019	Nature. 2019 Oct;574(7776):E1-E3. doi: 10.1038/s41586-019-1582-8. Epub 2019 Oct 2.	?		20191002	https://pubmed.ncbi.nlm.nih.gov/31578475
Meade, Brendan J	Reply to: One neuron versus deep learning in aftershock prediction.	Nature	2019	Nature. 2019 Oct;574(7776):E4. doi: 10.1038/s41586-019-1583-7.	?		?	https://pubmed.ncbi.nlm.nih.gov/31578474
Kwok, Roberta	Deep learning powers a motion-tracking revolution.	Nature	2019	Nature. 2019 Oct;574(7776):137-138. doi: 10.1038/d41586-019-02942-5.	?	Animal behaviour; Computational biology and bioinformatics; Conservation biology; Ecology	?	https://pubmed.ncbi.nlm.nih.gov/31570871
Ham, Yoo-Geun; Kim, Jeong-Hwan; Luo, Jing-Jia	Deep learning for multi-year ENSO forecasts.	Nature	2019	Nature. 2019 Sep;573(7775):568-572. doi: 10.1038/s41586-019-1559-7. Epub 2019 Sep 18.	Variations in the El Nino/Southern Oscillation (ENSO) are associated with a wide array of regional climate extremes and ecosystem impacts(1). Robust, long-lead forecasts would therefore be valuable for managing policy responses. But despite decades of effort, forecasting ENSO events at lead times of more than one year remains problematic(2). Here we show that a statistical forecast model employing a deep-learning approach produces skilful ENSO forecasts for lead times of up to one and a half years. To circumvent the limited amount of observation data, we use transfer learning to train a convolutional neural network (CNN) first on historical simulations(3) and subsequently on reanalysis from 1871 to 1973. During the validation period from 1984 to 2017, the all-season correlation skill of the Nino3.4 index of the CNN model is much higher than those of current state-of-the-art dynamical forecast systems. The CNN model is also better at predicting the detailed zonal distribution of sea surface temperatures, overcoming a weakness of dynamical forecast models. A heat map analysis indicates that the CNN model predicts ENSO events using physically reasonable precursors. The CNN model is thus a powerful tool for both the prediction of ENSO events and for the analysis of their associated complex mechanisms.		20190918	https://pubmed.ncbi.nlm.nih.gov/31534218
Tomasev, Nenad; Glorot, Xavier; Rae, Jack W; Zielinski, Michal; Askham, Harry; Saraiva, Andre; Mottram, Anne; Meyer, Clemens; Ravuri, Suman; Protsyuk, Ivan; Connell, Alistair; Hughes, Cian O; Karthikesalingam, Alan; Cornebise, Julien; Montgomery, Hugh; Rees, Geraint; Laing, Chris; Baker, Clifton R; Peterson, Kelly; Reeves, Ruth; Hassabis, Demis; King, Dominic; Suleyman, Mustafa; Back, Trevor; Nielson, Christopher; Ledsam, Joseph R; Mohamed, Shakir	A clinically applicable approach to continuous prediction of future acute kidney injury.	Nature	2019	Nature. 2019 Aug;572(7767):116-119. doi: 10.1038/s41586-019-1390-1. Epub 2019 Jul 31.	The early prediction of deterioration could have an important role in supporting healthcare professionals, as an estimated 11% of deaths in hospital follow a failure to promptly recognize and treat deteriorating patients(1). To achieve this goal requires predictions of patient risk that are continuously updated and accurate, and delivered at an individual level with sufficient context and enough time to act. Here we develop a deep learning approach for the continuous risk prediction of future deterioration in patients, building on recent work that models adverse events from electronic health records(2-17) and using acute kidney injury-a common and potentially life-threatening condition(18)-as an exemplar. Our model was developed on a large, longitudinal dataset of electronic health records that cover diverse clinical environments, comprising 703,782 adult patients across 172 inpatient and 1,062 outpatient sites. Our model predicts 55.8% of all inpatient episodes of acute kidney injury, and 90.2% of all acute kidney injuries that required subsequent administration of dialysis, with a lead time of up to 48 h and a ratio of 2 false alerts for every true alert. In addition to predicting future acute kidney injury, our model provides confidence assessments and a list of the clinical features that are most salient to each prediction, alongside predicted future trajectories for clinically relevant blood tests(9). Although the recognition and prompt treatment of acute kidney injury is known to be challenging, our approach may offer opportunities for identifying patients at risk within a time window that enables early treatment.		20190731	https://pubmed.ncbi.nlm.nih.gov/31367026
Topol, Eric J	Deep learning detects impending organ injury in the clinic.	Nature	2019	Nature. 2019 Aug;572(7767):36-37. doi: 10.1038/d41586-019-02308-x.	?	Medical research	?	https://pubmed.ncbi.nlm.nih.gov/31367025
Sundaram, Subramanian; Kellnhofer, Petr; Li, Yunzhu; Zhu, Jun-Yan; Torralba, Antonio; Matusik, Wojciech	Learning the signatures of the human grasp using a scalable tactile glove.	Nature	2019	Nature. 2019 May;569(7758):698-702. doi: 10.1038/s41586-019-1234-z. Epub 2019 May 29.	Humans can feel, weigh and grasp diverse objects, and simultaneously infer their material properties while applying the right amount of force-a challenging set of tasks for a modern robot(1). Mechanoreceptor networks that provide sensory feedback and enable the dexterity of the human grasp(2) remain difficult to replicate in robots. Whereas computer-vision-based robot grasping strategies(3-5) have progressed substantially with the abundance of visual data and emerging machine-learning tools, there are as yet no equivalent sensing platforms and large-scale datasets with which to probe the use of the tactile information that humans rely on when grasping objects. Studying the mechanics of how humans grasp objects will complement vision-based robotic object handling. Importantly, the inability to record and analyse tactile signals currently limits our understanding of the role of tactile information in the human grasp itself-for example, how tactile maps are used to identify objects and infer their properties is unknown(6). Here we use a scalable tactile glove and deep convolutional neural networks to show that sensors uniformly distributed over the hand can be used to identify individual objects, estimate their weight and explore the typical tactile patterns that emerge while grasping objects. The sensor array (548 sensors) is assembled on a knitted glove, and consists of a piezoresistive film connected by a network of conductive thread electrodes that are passively probed. Using a low-cost (about US$10) scalable tactile glove sensor array, we record a large-scale tactile dataset with 135,000 frames, each covering the full hand, while interacting with 26 different objects. This set of interactions with different objects reveals the key correspondences between different regions of a human hand while it is manipulating objects. Insights from the tactile signatures of the human grasp-through the lens of an artificial analogue of the natural mechanoreceptor network-can thus aid the future design of prosthetics(7), robot grasping tools and human-robot interactions(1,8-10).		20190529	https://pubmed.ncbi.nlm.nih.gov/31142856
Feldmann, J; Youngblood, N; Wright, C D; Bhaskaran, H; Pernice, W H P	All-optical spiking neurosynaptic networks with self-learning capabilities.	Nature	2019	Nature. 2019 May;569(7755):208-214. doi: 10.1038/s41586-019-1157-8. Epub 2019 May 8.	Software implementations of brain-inspired computing underlie many important computational tasks, from image processing to speech recognition, artificial intelligence and deep learning applications. Yet, unlike real neural tissue, traditional computing architectures physically separate the core computing functions of memory and processing, making fast, efficient and low-energy computing difficult to achieve. To overcome such limitations, an attractive alternative is to design hardware that mimics neurons and synapses. Such hardware, when connected in networks or neuromorphic systems, processes information in a way more analogous to brains. Here we present an all-optical version of such a neurosynaptic system, capable of supervised and unsupervised learning. We exploit wavelength division multiplexing techniques to implement a scalable circuit architecture for photonic neural networks, successfully demonstrating pattern recognition directly in the optical domain. Such photonic neurosynaptic networks promise access to the high speed and high bandwidth inherent to optical systems, thus enabling the direct processing of optical telecommunication and visual data.		20190508	https://pubmed.ncbi.nlm.nih.gov/31068721
Kates-Harbeck, Julian; Svyatkovskiy, Alexey; Tang, William	Predicting disruptive instabilities in controlled fusion plasmas through deep learning.	Nature	2019	Nature. 2019 Apr;568(7753):526-531. doi: 10.1038/s41586-019-1116-4. Epub 2019 Apr 17.	Nuclear fusion power delivered by magnetic-confinement tokamak reactors holds the promise of sustainable and clean energy(1). The avoidance of large-scale plasma instabilities called disruptions within these reactors(2,3) is one of the most pressing challenges(4,5), because disruptions can halt power production and damage key components. Disruptions are particularly harmful for large burning-plasma systems such as the multibillion-dollar International Thermonuclear Experimental Reactor (ITER) project(6) currently under construction, which aims to be the first reactor that produces more power from fusion than is injected to heat the plasma. Here we present a method based on deep learning for forecasting disruptions. Our method extends considerably the capabilities of previous strategies such as first-principles-based(5) and classical machine-learning(7-11) approaches. In particular, it delivers reliable predictions for machines other than the one on which it was trained-a crucial requirement for future large reactors that cannot afford training disruptions. Our approach takes advantage of high-dimensional training data to boost predictive performance while also engaging supercomputing resources at the largest scale to improve accuracy and speed. Trained on experimental data from the largest tokamaks in the United States (DIII-D(12)) and the world (Joint European Torus, JET(13)), our method can also be applied to specific tasks such as prediction with long warning times: this opens up the possibility of moving from passive disruption prediction to active reactor control and optimization. These initial results illustrate the potential for deep learning to accelerate progress in fusion-energy science and, more generally, in the understanding and prediction of complex physical systems.		20190417	https://pubmed.ncbi.nlm.nih.gov/30996348
?	Artificial intelligence alone won't solve the complexity of Earth sciences.	Nature	2019	Nature. 2019 Feb;566(7743):153. doi: 10.1038/d41586-019-00556-5.	?	Atmospheric science; Climate sciences; Geophysics; Ocean sciences	?	https://pubmed.ncbi.nlm.nih.gov/30867602
Reichstein, Markus; Camps-Valls, Gustau; Stevens, Bjorn; Jung, Martin; Denzler, Joachim; Carvalhais, Nuno; Prabhat	Deep learning and process understanding for data-driven Earth system science.	Nature	2019	Nature. 2019 Feb;566(7743):195-204. doi: 10.1038/s41586-019-0912-1. Epub 2019 Feb 13.	Machine learning approaches are increasingly used to extract patterns and insights from the ever-increasing stream of geospatial data, but current approaches may not be optimal when system behaviour is dominated by spatial or temporal context. Here, rather than amending classical machine learning, we argue that these contextual cues should be used as part of deep learning (an approach that is able to extract spatio-temporal features automatically) to gain further process understanding of Earth system science problems, improving the predictive ability of seasonal forecasting and modelling of long-range spatial connections across multiple timescales, for example. The next step will be a hybrid modelling approach, coupling physical process models with the versatility of data-driven machine learning.		20190213	https://pubmed.ncbi.nlm.nih.gov/30760912
Fessenden, Marissa	Technologies to watch in 2019.	Nature	2019	Nature. 2019 Jan;565(7740):521-523. doi: 10.1038/d41586-019-00218-6.	?	Developmental biology; Genomics; Microscopy; Structural biology	?	https://pubmed.ncbi.nlm.nih.gov/30675053
Maxmen, Amy	Machine learning spots natural selection at work in human genome.	Nature	2018	Nature. 2018 Nov;563(7730):167. doi: 10.1038/d41586-018-07225-z.	?	Biological techniques; Computational biology and bioinformatics; Diseases; Evolution	?	https://pubmed.ncbi.nlm.nih.gov/30401843
Beroza, Gregory C	Machine learning improves forecasts of aftershock locations.	Nature	2018	Nature. 2018 Aug;560(7720):556-557. doi: 10.1038/d41586-018-06030-y.	?	Computer science; Geophysics; Solid Earth sciences	?	https://pubmed.ncbi.nlm.nih.gov/30158611
