Authors	Title	Journal	Year	Publication_citation	Abstract	Keywords	Date_epublished	PMID
Hiranuma, Naozumi; Park, Hahnbeom; Baek, Minkyung; Anishchenko, Ivan; Dauparas, Justas; Baker, David	Improved protein structure refinement guided by deep learning based accuracy estimation.	Nat Commun	2021	Nat Commun. 2021 Feb 26;12(1):1340. doi: 10.1038/s41467-021-21511-x.	We develop a deep learning framework (DeepAccNet) that estimates per-residue accuracy and residue-residue distance signed error in protein models and uses these predictions to guide Rosetta protein structure refinement. The network uses 3D convolutions to evaluate local atomic environments followed by 2D convolutions to provide their global contexts and outperforms other methods that similarly predict the accuracy of protein structure models. Overall accuracy predictions for X-ray and cryoEM structures in the PDB correlate with their resolution, and the network should be broadly useful for assessing the accuracy of both predicted structure models and experimentally determined structures and identifying specific regions likely to be in error. Incorporation of the accuracy predictions at multiple stages in the Rosetta refinement protocol considerably increased the accuracy of the resulting protein structure models, illustrating how deep learning can improve search for global energy minima of biomolecules.		20210226	https://pubmed.ncbi.nlm.nih.gov/33637700
Zhou, Wenying; Yang, Yang; Yu, Cheng; Liu, Juxian; Duan, Xingxing; Weng, Zongjie; Chen, Dan; Liang, Qianhong; Fang, Qin; Zhou, Jiaojiao; Ju, Hao; Luo, Zhenhua; Guo, Weihao; Ma, Xiaoyan; Xie, Xiaoyan; Wang, Ruixuan; Zhou, Luyao	Ensembled deep learning model outperforms human experts in diagnosing biliary atresia from sonographic gallbladder images.	Nat Commun	2021	Nat Commun. 2021 Feb 24;12(1):1259. doi: 10.1038/s41467-021-21466-z.	It is still challenging to make accurate diagnosis of biliary atresia (BA) with sonographic gallbladder images particularly in rural area without relevant expertise. To help diagnose BA based on sonographic gallbladder images, an ensembled deep learning model is developed. The model yields a patient-level sensitivity 93.1% and specificity 93.9% [with areas under the receiver operating characteristic curve of 0.956 (95% confidence interval: 0.928-0.977)] on the multi-center external validation dataset, superior to that of human experts. With the help of the model, the performances of human experts with various levels are improved. Moreover, the diagnosis based on smartphone photos of sonographic gallbladder images through a smartphone app and based on video sequences by the model still yields expert-level performances. The ensembled deep learning model in this study provides a solution to help radiologists improve the diagnosis of BA in various clinical application scenarios, particularly in rural and undeveloped regions with limited expertise.		20210224	https://pubmed.ncbi.nlm.nih.gov/33627641
Chen, Chi-Long; Chen, Chi-Chung; Yu, Wei-Hsiang; Chen, Szu-Hua; Chang, Yu-Chan; Hsu, Tai-I; Hsiao, Michael; Yeh, Chao-Yuan; Chen, Cheng-Yu	An annotation-free whole-slide training approach to pathological classification of lung cancer types using deep learning.	Nat Commun	2021	Nat Commun. 2021 Feb 19;12(1):1193. doi: 10.1038/s41467-021-21467-y.	Deep learning for digital pathology is hindered by the extremely high spatial resolution of whole-slide images (WSIs). Most studies have employed patch-based methods, which often require detailed annotation of image patches. This typically involves laborious free-hand contouring on WSIs. To alleviate the burden of such contouring and obtain benefits from scaling up training with numerous WSIs, we develop a method for training neural networks on entire WSIs using only slide-level diagnoses. Our method leverages the unified memory mechanism to overcome the memory constraint of compute accelerators. Experiments conducted on a data set of 9662 lung cancer WSIs reveal that the proposed method achieves areas under the receiver operating characteristic curve of 0.9594 and 0.9414 for adenocarcinoma and squamous cell carcinoma classification on the testing set, respectively. Furthermore, the method demonstrates higher classification performance than multiple-instance learning as well as strong localization results for small lesions through class activation mapping.		20210219	https://pubmed.ncbi.nlm.nih.gov/33608558
Meier, Florian; Kohler, Niklas D; Brunner, Andreas-David; Wanka, Jean-Marc H; Voytik, Eugenia; Strauss, Maximilian T; Theis, Fabian J; Mann, Matthias	Deep learning the collisional cross sections of the peptide universe from a million experimental values.	Nat Commun	2021	Nat Commun. 2021 Feb 19;12(1):1185. doi: 10.1038/s41467-021-21352-8.	The size and shape of peptide ions in the gas phase are an under-explored dimension for mass spectrometry-based proteomics. To investigate the nature and utility of the peptide collisional cross section (CCS) space, we measure more than a million data points from whole-proteome digests of five organisms with trapped ion mobility spectrometry (TIMS) and parallel accumulation-serial fragmentation (PASEF). The scale and precision (CV < 1%) of our data is sufficient to train a deep recurrent neural network that accurately predicts CCS values solely based on the peptide sequence. Cross section predictions for the synthetic ProteomeTools peptides validate the model within a 1.4% median relative error (R > 0.99). Hydrophobicity, proportion of prolines and position of histidines are main determinants of the cross sections in addition to sequence-specific interactions. CCS values can now be predicted for any peptide and organism, forming a basis for advanced proteomics workflows that make full use of the additional information.		20210219	https://pubmed.ncbi.nlm.nih.gov/33608539
Ding, Xinqiang; Lin, Xingcheng; Zhang, Bin	Stability and folding pathways of tetra-nucleosome from six-dimensional free energy surface.	Nat Commun	2021	Nat Commun. 2021 Feb 17;12(1):1091. doi: 10.1038/s41467-021-21377-z.	The three-dimensional organization of chromatin is expected to play critical roles in regulating genome functions. High-resolution characterization of its structure and dynamics could improve our understanding of gene regulation mechanisms but has remained challenging. Using a near-atomistic model that preserves the chemical specificity of protein-DNA interactions at residue and base-pair resolution, we studied the stability and folding pathways of a tetra-nucleosome. Dynamical simulations performed with an advanced sampling technique uncovered multiple pathways that connect open chromatin configurations with the zigzag crystal structure. Intermediate states along the simulated folding pathways resemble chromatin configurations reported from in situ experiments. We further determined a six-dimensional free energy surface as a function of the inter-nucleosome distances via a deep learning approach. The zigzag structure can indeed be seen as the global minimum of the surface. However, it is not favored by a significant amount relative to the partially unfolded, in situ configurations. Chemical perturbations such as histone H4 tail acetylation and thermal fluctuations can further tilt the energetic balance to stabilize intermediate states. Our study provides insight into the connection between various reported chromatin configurations and has implications on the in situ relevance of the 30 nm fiber.		20210217	https://pubmed.ncbi.nlm.nih.gov/33597548
Cheng, Chi-Tung; Wang, Yirui; Chen, Huan-Wu; Hsiao, Po-Meng; Yeh, Chun-Nan; Hsieh, Chi-Hsun; Miao, Shun; Xiao, Jing; Liao, Chien-Hung; Lu, Le	A scalable physician-level deep learning algorithm detects universal trauma on pelvic radiographs.	Nat Commun	2021	Nat Commun. 2021 Feb 16;12(1):1066. doi: 10.1038/s41467-021-21311-3.	Pelvic radiograph (PXR) is essential for detecting proximal femur and pelvis injuries in trauma patients, which is also the key component for trauma survey. None of the currently available algorithms can accurately detect all kinds of trauma-related radiographic findings on PXRs. Here, we show a universal algorithm can detect most types of trauma-related radiographic findings on PXRs. We develop a multiscale deep learning algorithm called PelviXNet trained with 5204 PXRs with weakly supervised point annotation. PelviXNet yields an area under the receiver operating characteristic curve (AUROC) of 0.973 (95% CI, 0.960-0.983) and an area under the precision-recall curve (AUPRC) of 0.963 (95% CI, 0.948-0.974) in the clinical population test set of 1888 PXRs. The accuracy, sensitivity, and specificity at the cutoff value are 0.924 (95% CI, 0.912-0.936), 0.908 (95% CI, 0.885-0.908), and 0.932 (95% CI, 0.919-0.946), respectively. PelviXNet demonstrates comparable performance with radiologists and orthopedics in detecting pelvic and hip fractures.		20210216	https://pubmed.ncbi.nlm.nih.gov/33594071
Sato, Kengo; Akiyama, Manato; Sakakibara, Yasubumi	RNA secondary structure prediction using deep learning with thermodynamic integration.	Nat Commun	2021	Nat Commun. 2021 Feb 11;12(1):941. doi: 10.1038/s41467-021-21194-4.	Accurate predictions of RNA secondary structures can help uncover the roles of functional non-coding RNAs. Although machine learning-based models have achieved high performance in terms of prediction accuracy, overfitting is a common risk for such highly parameterized models. Here we show that overfitting can be minimized when RNA folding scores learnt using a deep neural network are integrated together with Turner's nearest-neighbor free energy parameters. Training the model with thermodynamic regularization ensures that folding scores and the calculated free energy are as close as possible. In computational experiments designed for newly discovered non-coding RNAs, our algorithm (MXfold2) achieves the most robust and accurate predictions of RNA secondary structures without sacrificing computational efficiency compared to several other algorithms. The results suggest that integrating thermodynamic information could help improve the robustness of deep learning-based predictions of RNA secondary structure.		20210211	https://pubmed.ncbi.nlm.nih.gov/33574226
Koos, Krisztian; Olah, Gaspar; Balassa, Tamas; Mihut, Norbert; Rozsa, Marton; Ozsvar, Attila; Tasnadi, Ervin; Barzo, Pal; Farago, Nora; Puskas, Laszlo; Molnar, Gabor; Molnar, Jozsef; Tamas, Gabor; Horvath, Peter	Automatic deep learning-driven label-free image-guided patch clamp system.	Nat Commun	2021	Nat Commun. 2021 Feb 10;12(1):936. doi: 10.1038/s41467-021-21291-4.	Patch clamp recording of neurons is a labor-intensive and time-consuming procedure. Here, we demonstrate a tool that fully automatically performs electrophysiological recordings in label-free tissue slices. The automation covers the detection of cells in label-free images, calibration of the micropipette movement, approach to the cell with the pipette, formation of the whole-cell configuration, and recording. The cell detection is based on deep learning. The model is trained on a new image database of neurons in unlabeled brain tissue slices. The pipette tip detection and approaching phase use image analysis techniques for precise movements. High-quality measurements are performed on hundreds of human and rodent neurons. We also demonstrate that further molecular and anatomical analysis can be performed on the recorded cells. The software has a diary module that automatically logs patch clamp events. Our tool can multiply the number of daily measurements to help brain research.		20210210	https://pubmed.ncbi.nlm.nih.gov/33568670
George, Tom M; Manucharyan, Georgy E; Thompson, Andrew F	Deep learning to infer eddy heat fluxes from sea surface height patterns of mesoscale turbulence.	Nat Commun	2021	Nat Commun. 2021 Feb 5;12(1):800. doi: 10.1038/s41467-020-20779-9.	Mesoscale eddies have strong signatures in sea surface height (SSH) anomalies that are measured globally through satellite altimetry. However, monitoring the transport of heat associated with these eddies and its impact on the global ocean circulation remains difficult as it requires simultaneous observations of upper-ocean velocity fields and interior temperature and density properties. Here we demonstrate that for quasigeostrophic baroclinic turbulence the eddy patterns in SSH snapshots alone contain sufficient information to estimate the eddy heat fluxes. We use simulations of baroclinic turbulence for the supervised learning of a deep Convolutional Neural Network (CNN) to predict up to 64% of eddy heat flux variance. CNNs also significantly outperform other conventional data-driven techniques. Our results suggest that deep CNNs could provide an effective pathway towards an operational monitoring of eddy heat fluxes using satellite altimetry and other remote sensing products.		20210205	https://pubmed.ncbi.nlm.nih.gov/33547299
Coskun, Ahmet F; Han, Guojun; Ganesh, Shambavi; Chen, Shih-Yu; Clave, Xavier Rovira; Harmsen, Stefan; Jiang, Sizun; Schurch, Christian M; Bai, Yunhao; Hitzman, Chuck; Nolan, Garry P	Nanoscopic subcellular imaging enabled by ion beam tomography.	Nat Commun	2021	Nat Commun. 2021 Feb 4;12(1):789. doi: 10.1038/s41467-020-20753-5.	Multiplexed ion beam imaging (MIBI) has been previously used to profile multiple parameters in two dimensions in single cells within tissue slices. Here, a mathematical and technical framework for three-dimensional (3D) subcellular MIBI is presented. Ion-beam tomography (IBT) compiles ion beam images that are acquired iteratively across successive, multiple scans, and later assembled into a 3D format without loss of depth resolution. Algorithmic deconvolution, tailored for ion beams, is then applied to the transformed ion image series, yielding 4-fold enhanced ion beam data cubes. To further generate 3D sub-ion-beam-width precision visuals, isolated ion molecules are localized in the raw ion beam images, creating an approach coined as SILM, secondary ion beam localization microscopy, providing sub-25 nm accuracy in original ion images. Using deep learning, a parameter-free reconstruction method for ion beam tomograms with high accuracy is developed for low-density targets. In cultured cancer cells and tissues, IBT enables accessible visualization of 3D volumetric distributions of genomic regions, RNA transcripts, and protein factors with 5 nm axial resolution using isotope-enrichments and label-free elemental analyses. Multiparameter imaging of subcellular features at near macromolecular resolution is implemented by the IBT tools as a general biocomputation pipeline for imaging mass spectrometry.		20210204	https://pubmed.ncbi.nlm.nih.gov/33542220
Liang, Wenhua; Yao, Jianhua; Chen, Ailan; Lv, Qingquan; Zanin, Mark; Liu, Jun; Wong, SookSan; Li, Yimin; Lu, Jiatao; Liang, Hengrui; Chen, Guoqiang; Guo, Haiyan; Guo, Jun; Zhou, Rong; Ou, Limin; Zhou, Niyun; Chen, Hanbo; Yang, Fan; Han, Xiao; Huan, Wenjing; Tang, Weimin; Guan, Weijie; Chen, Zisheng; Zhao, Yi; Sang, Ling; Xu, Yuanda; Wang, Wei; Li, Shiyue; Lu, Ligong; Zhang, Nuofu; Zhong, Nanshan; Huang, Junzhou; He, Jianxing	Addendum: Early triage of critically ill COVID-19 patients using deep learning.	Nat Commun	2021	Nat Commun. 2021 Feb 1;12(1):826. doi: 10.1038/s41467-021-21044-3.	?		20210201	https://pubmed.ncbi.nlm.nih.gov/33526778
Zeleznik, Roman; Foldyna, Borek; Eslami, Parastou; Weiss, Jakob; Alexander, Ivanov; Taron, Jana; Parmar, Chintan; Alvi, Raza M; Banerji, Dahlia; Uno, Mio; Kikuchi, Yasuka; Karady, Julia; Zhang, Lili; Scholtz, Jan-Erik; Mayrhofer, Thomas; Lyass, Asya; Mahoney, Taylor F; Massaro, Joseph M; Vasan, Ramachandran S; Douglas, Pamela S; Hoffmann, Udo; Lu, Michael T; Aerts, Hugo J W L	Deep convolutional neural networks to predict cardiovascular risk from computed tomography.	Nat Commun	2021	Nat Commun. 2021 Jan 29;12(1):715. doi: 10.1038/s41467-021-20966-2.	Coronary artery calcium is an accurate predictor of cardiovascular events. While it is visible on all computed tomography (CT) scans of the chest, this information is not routinely quantified as it requires expertise, time, and specialized equipment. Here, we show a robust and time-efficient deep learning system to automatically quantify coronary calcium on routine cardiac-gated and non-gated CT. As we evaluate in 20,084 individuals from distinct asymptomatic (Framingham Heart Study, NLST) and stable and acute chest pain (PROMISE, ROMICAT-II) cohorts, the automated score is a strong predictor of cardiovascular events, independent of risk factors (multivariable-adjusted hazard ratios up to 4.3), shows high correlation with manual quantification, and robust test-retest reliability. Our results demonstrate the clinical value of a deep learning system for the automated prediction of cardiovascular events. Implementation into clinical practice would address the unmet need of automating proven imaging biomarkers to guide management and improve population health.		20210129	https://pubmed.ncbi.nlm.nih.gov/33514711
Lassau, Nathalie; Ammari, Samy; Chouzenoux, Emilie; Gortais, Hugo; Herent, Paul; Devilder, Matthieu; Soliman, Samer; Meyrignac, Olivier; Talabard, Marie-Pauline; Lamarque, Jean-Philippe; Dubois, Remy; Loiseau, Nicolas; Trichelair, Paul; Bendjebbar, Etienne; Garcia, Gabriel; Balleyguier, Corinne; Merad, Mansouria; Stoclin, Annabelle; Jegou, Simon; Griscelli, Franck; Tetelboum, Nicolas; Li, Yingping; Verma, Sagar; Terris, Matthieu; Dardouri, Tasnim; Gupta, Kavya; Neacsu, Ana; Chemouni, Frank; Sefta, Meriem; Jehanno, Paul; Bousaid, Imad; Boursin, Yannick; Planchet, Emmanuel; Azoulay, Mikael; Dachary, Jocelyn; Brulport, Fabien; Gonzalez, Adrian; Dehaene, Olivier; Schiratti, Jean-Baptiste; Schutte, Kathryn; Pesquet, Jean-Christophe; Talbot, Hugues; Pronier, Elodie; Wainrib, Gilles; Clozel, Thomas; Barlesi, Fabrice; Bellin, Marie-France; Blum, Michael G B	Integrating deep learning CT-scan model, biological and clinical variables to predict severity of COVID-19 patients.	Nat Commun	2021	Nat Commun. 2021 Jan 27;12(1):634. doi: 10.1038/s41467-020-20657-4.	The SARS-COV-2 pandemic has put pressure on intensive care units, so that identifying predictors of disease severity is a priority. We collect 58 clinical and biological variables, and chest CT scan data, from 1003 coronavirus-infected patients from two French hospitals. We train a deep learning model based on CT scans to predict severity. We then construct the multimodal AI-severity score that includes 5 clinical and biological variables (age, sex, oxygenation, urea, platelet) in addition to the deep learning model. We show that neural network analysis of CT-scans brings unique prognosis information, although it is correlated with other markers of severity (oxygenation, LDH, and CRP) explaining the measurable but limited 0.03 increase of AUC obtained when adding CT-scan information to clinical variables. Here, we show that when comparing AI-severity with 11 existing severity scores, we find significantly improved prognosis performance; AI-severity can therefore rapidly become a reference scoring approach.		20210127	https://pubmed.ncbi.nlm.nih.gov/33504775
Qi, Hongjian; Zhang, Haicang; Zhao, Yige; Chen, Chen; Long, John J; Chung, Wendy K; Guan, Yongtao; Shen, Yufeng	MVP predicts the pathogenicity of missense variants by deep learning.	Nat Commun	2021	Nat Commun. 2021 Jan 21;12(1):510. doi: 10.1038/s41467-020-20847-0.	Accurate pathogenicity prediction of missense variants is critically important in genetic studies and clinical diagnosis. Previously published prediction methods have facilitated the interpretation of missense variants but have limited performance. Here, we describe MVP (Missense Variant Pathogenicity prediction), a new prediction method that uses deep residual network to leverage large training data sets and many correlated predictors. We train the model separately in genes that are intolerant of loss of function variants and the ones that are tolerant in order to take account of potentially different genetic effect size and mode of action. We compile cancer mutation hotspots and de novo variants from developmental disorders for benchmarking. Overall, MVP achieves better performance in prioritizing pathogenic missense variants than previous methods, especially in genes tolerant of loss of function variants. Finally, using MVP, we estimate that de novo coding variants contribute to 7.8% of isolated congenital heart disease, nearly doubling previous estimates.		20210121	https://pubmed.ncbi.nlm.nih.gov/33479230
